gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
45118,200105190SAS,NBA,0,2001,5/19/2001,92,1,SAS,Spurs,90,1731.5861,1712.7021,61.296509,LAL,Lakers,104,1712.9225,1731.8064,H,L,0.66442633,
45121,200105210SAS,NBA,0,2001,5/21/2001,93,1,SAS,Spurs,81,1712.7021,1701.65,60.409111,LAL,Lakers,88,1731.8064,1742.8585,H,L,0.6143592,
45121,200105210SAS,NBA,1,2001,5/21/2001,91,1,LAL,Lakers,88,1731.8064,1742.8585,63.592342,SAS,Spurs,81,1712.7021,1701.65,A,W,0.3856408,
45124,200105250LAL,NBA,1,2001,5/25/2001,94,1,SAS,Spurs,72,1701.65,1687.0073,59.196426,LAL,Lakers,111,1742.8585,1757.5012,A,L,0.30728108,
45124,200105250LAL,NBA,0,2001,5/25/2001,92,1,LAL,Lakers,111,1742.8585,1757.5012,64.639809,SAS,Spurs,72,1701.65,1687.0073,H,W,0.69271892,
45126,200105270LAL,NBA,0,2001,5/27/2001,93,1,LAL,Lakers,111,1757.5012,1767.7363,65.345688,SAS,Spurs,82,1687.0073,1676.7722,H,W,0.72739422,
45126,200105270LAL,NBA,1,2001,5/27/2001,95,1,SAS,Spurs,82,1687.0073,1676.7722,58.324345,LAL,Lakers,111,1757.5012,1767.7363,A,L,0.27260578,
45131,200106060LAL,NBA,0,2001,6/6/2001,94,1,LAL,Lakers,101,1767.7363,1751.2684,64.199356,PHI,Sixers,107,1592.1791,1608.647,H,L,0.83008575,
45132,200106080LAL,NBA,0,2001,6/8/2001,95,1,LAL,Lakers,98,1751.2684,1754.5022,64.428879,PHI,Sixers,89,1608.647,1605.4132,H,W,0.8016504,
45133,200106100PHI,NBA,1,2001,6/10/2001,96,1,LAL,Lakers,96,1754.5022,1760.3232,64.836594,PHI,Sixers,91,1605.4132,1599.5922,A,W,0.57017839,
45134,200106130PHI,NBA,1,2001,6/13/2001,97,1,LAL,Lakers,100,1760.3232,1770.4666,65.530334,PHI,Sixers,86,1599.5922,1589.4489,A,W,0.58651966,
45135,200106150PHI,NBA,1,2001,6/15/2001,98,1,LAL,Lakers,108,1770.4666,1778.8915,66.090416,PHI,Sixers,96,1589.4489,1581.0239,A,W,0.6145255,
45136,200110300CLE,NBA,1,2002,10/30/2001,1,0,BOS,Celtics,108,1470.7925,1488.8016,39.649422,CLE,Cavaliers,89,1407.6394,1389.6302,A,W,0.44717091,
45136,200110300CLE,NBA,0,2002,10/30/2001,1,0,CLE,Cavaliers,89,1407.6394,1389.6302,29.558037,BOS,Celtics,108,1470.7925,1488.8016,H,L,0.55282909,
45138,200110300HOU,NBA,0,2002,10/30/2001,1,0,HOU,Rockets,89,1569.7119,1571.4639,48.243042,ATL,Hawks,84,1373.7035,1371.9515,H,W,0.84605139,
45139,200110300LAL,NBA,0,2002,10/30/2001,1,0,LAL,Lakers,98,1710.4186,1713.5341,61.274788,POR,Trailblazers,87,1537.8097,1534.6942,H,W,0.8276785,
45146,200110300SAS,NBA,0,2002,10/30/2001,1,0,SAS,Spurs,109,1633.8291,1637.1434,54.666496,LAC,Clippers,98,1472.6829,1469.3685,H,W,0.81806296,
45148,200110310BOS,NBA,0,2002,10/31/2001,2,0,BOS,Celtics,92,1488.8016,1478.6367,38.585476,NJN,Nets,95,1386.601,1396.7659,H,L,0.76205164,
45149,200110310CHH,NBA,1,2002,10/31/2001,2,0,CLE,Cavaliers,94,1389.6302,1387.6404,29.365839,CHH,Pelicans,100,1579.6196,1581.6095,A,L,0.15851581,
45150,200110310CHI,NBA,0,2002,10/31/2001,1,0,CHI,Bulls,73,1320.7209,1305.8206,22.017849,IND,Pacers,98,1484.9727,1499.873,H,L,0.40857422,
45151,200110310MIA,NBA,0,2002,10/31/2001,1,0,MIA,Heat,97,1508.6738,1514.0142,42.293186,TOR,Raptors,92,1538.7144,1533.374,H,W,0.5993408,
45152,200110310POR,NBA,1,2002,10/31/2001,1,0,GSW,Warriors,87,1289.8259,1288.4938,20.619543,POR,Trailblazers,92,1534.6942,1536.0264,A,L,0.1207633,
45155,200111010GSW,NBA,0,2002,11/1/2001,2,0,GSW,Warriors,101,1288.4938,1284.5715,20.311325,PHO,Suns,107,1547.5313,1551.4535,H,L,0.28587705,
45156,200111010HOU,NBA,0,2002,11/1/2001,2,0,HOU,Rockets,98,1571.4639,1574.6332,48.564644,LAC,Clippers,92,1469.3685,1466.1992,H,W,0.76194167,
45159,200111010SEA,NBA,1,2002,11/1/2001,2,0,SAS,Spurs,108,1637.1434,1629.5526,53.954201,SEA,Thunder,114,1542.1539,1549.7448,A,L,0.4927898,
45160,200111010UTA,NBA,1,2002,11/1/2001,2,0,LAL,Lakers,105,1713.5341,1718.7428,61.68483,UTA,Jazz,101,1563.3832,1558.1744,A,W,0.57167578,
45161,200111020BOS,NBA,1,2002,11/2/2001,2,0,CHI,Bulls,82,1305.8206,1302.1855,21.719578,BOS,Celtics,96,1478.6367,1482.2717,A,L,0.17215139,
45161,200111020BOS,NBA,0,2002,11/2/2001,3,0,BOS,Celtics,96,1478.6367,1482.2717,38.965645,CHI,Bulls,82,1305.8206,1302.1855,H,W,0.82784861,
45165,200111020LAL,NBA,0,2002,11/2/2001,3,0,LAL,Lakers,117,1718.7428,1724.0043,62.093456,PHO,Suns,94,1551.4535,1546.192,H,W,0.82326704,
45166,200111020MIA,NBA,1,2002,11/2/2001,3,0,CLE,Cavaliers,90,1387.6404,1403.7972,30.941746,MIA,Heat,83,1514.0142,1497.8573,A,W,0.2136417,
45166,200111020MIA,NBA,0,2002,11/2/2001,2,0,MIA,Heat,83,1514.0142,1497.8573,40.598843,CLE,Cavaliers,90,1387.6404,1403.7972,H,L,0.7863583,
45169,200111030ATL,NBA,1,2002,11/3/2001,3,0,MIA,Heat,83,1497.8573,1488.1135,39.577324,ATL,Hawks,90,1356.1255,1365.8693,A,L,0.55976975,
45170,200111030CHI,NBA,0,2002,11/3/2001,3,0,CHI,Bulls,84,1302.1855,1312.2251,22.549643,NYK,Knicks,79,1510.756,1500.7164,H,W,0.34864929,
45171,200111030CLE,NBA,0,2002,11/3/2001,4,0,CLE,Cavaliers,69,1403.7972,1382.9838,28.918245,ORL,Magic,99,1517.0154,1537.8289,H,L,0.48098674,
45173,200111030HOU,NBA,0,2002,11/3/2001,3,0,HOU,Rockets,88,1574.6332,1567.4381,47.833202,MIN,Timberwolves,90,1550.9309,1558.126,H,L,0.67086226,
45174,200111030LAC,NBA,1,2002,11/3/2001,3,0,GSW,Warriors,110,1284.5715,1294.9869,21.136574,LAC,Clippers,108,1466.1992,1455.7838,A,W,0.16504228,
45175,200111030MIL,NBA,1,2002,11/3/2001,4,0,BOS,Celtics,99,1482.2717,1479.47,38.672588,MIL,Bucks,105,1608.3514,1611.1532,A,L,0.2139262,
45177,200111030POR,NBA,1,2002,11/3/2001,3,0,SAS,Spurs,106,1629.5526,1643.9476,55.297203,POR,Trailblazers,90,1536.0264,1521.6313,A,W,0.49068457,
45181,200111040GSW,NBA,0,2002,11/4/2001,4,0,GSW,Warriors,96,1294.9869,1310.5665,22.411163,POR,Trailblazers,86,1521.6313,1506.0518,H,W,0.32540897,
45182,200111040LAL,NBA,0,2002,11/4/2001,4,0,LAL,Lakers,100,1724.0043,1726.0686,62.252251,UTA,Jazz,96,1578.0515,1575.9872,H,W,0.80468196,
45184,200111040PHO,NBA,1,2002,11/4/2001,4,0,HOU,Rockets,103,1567.4381,1574.7344,48.574898,PHO,Suns,100,1546.192,1538.8958,A,W,0.38856602,
45185,200111040SAC,NBA,1,2002,11/4/2001,4,0,SAS,Spurs,83,1643.9476,1631.5698,54.144363,SAC,Kings,103,1614.9093,1627.2871,A,L,0.39927465,
45189,200111060CLE,NBA,0,2002,11/6/2001,5,0,CLE,Cavaliers,99,1382.9838,1375.3334,28.189732,SAC,Kings,115,1627.2871,1634.9375,H,L,0.30350196,
45191,200111060HOU,NBA,0,2002,11/6/2001,5,0,HOU,Rockets,99,1574.7344,1577.7781,48.88282,DEN,Nuggets,93,1464.7098,1461.6661,H,W,0.77012169,
45192,200111060MIA,NBA,0,2002,11/6/2001,4,0,MIA,Heat,87,1488.1135,1492.1078,39.995934,SEA,Thunder,85,1538.8743,1534.88,H,W,0.57039034,
45197,200111060SAS,NBA,0,2002,11/6/2001,5,0,SAS,Spurs,104,1631.5698,1637.0696,54.659611,ORL,Magic,89,1528.8223,1523.3225,H,W,0.762622,
45198,200111070BOS,NBA,0,2002,11/7/2001,5,0,BOS,Celtics,104,1479.47,1483.2222,39.065109,WAS,Wizards,95,1365.3695,1361.6173,H,W,0.77424908,
45199,200111070CHI,NBA,0,2002,11/7/2001,4,0,CHI,Bulls,73,1312.2251,1297.7665,21.360468,DET,Pistons,97,1476.7167,1491.1753,H,L,0.40824062,
45202,200111070NYK,NBA,1,2002,11/7/2001,6,0,CLE,Cavaliers,64,1375.3334,1369.6405,27.653351,NYK,Knicks,82,1495.4114,1501.1042,A,L,0.21979338,
45203,200111070TOR,NBA,1,2002,11/7/2001,5,0,GSW,Warriors,92,1310.5665,1307.7642,22.178392,TOR,Raptors,109,1553.5673,1556.3696,A,L,0.1219095,
45205,200111080CHH,NBA,1,2002,11/8/2001,6,0,SAS,Spurs,105,1637.0696,1648.4038,55.70615,CHH,Pelicans,95,1561.6732,1550.339,A,W,0.46465158,
45207,200111080HOU,NBA,0,2002,11/8/2001,6,0,HOU,Rockets,77,1577.7781,1581.2292,49.23085,PHI,Sixers,72,1511.7788,1508.3276,H,W,0.72223371,
45208,200111080MIL,NBA,1,2002,11/8/2001,5,0,MIA,Heat,82,1492.1078,1489.7312,39.74683,MIL,Bucks,86,1611.1532,1613.5298,A,L,0.22081441,
45209,200111080MIN,NBA,1,2002,11/8/2001,5,0,CHI,Bulls,74,1297.7665,1292.1563,20.910137,MIN,Timberwolves,127,1563.431,1569.0413,A,L,0.10861814,
45213,200111090BOS,NBA,0,2002,11/9/2001,6,0,BOS,Celtics,104,1483.2222,1491.3871,39.920383,SEA,Thunder,94,1521.921,1513.7561,H,W,0.58731526,
45214,200111090DEN,NBA,1,2002,11/9/2001,7,0,HOU,Rockets,81,1581.2292,1559.1714,46.987293,DEN,Nuggets,108,1457.5298,1479.5876,A,L,0.53405344,
45216,200111090LAL,NBA,0,2002,11/9/2001,5,0,LAL,Lakers,110,1726.0686,1727.8147,62.385887,MEM,Grizzlies,86,1360.9731,1359.2271,H,W,0.93567407,
45218,200111090WAS,NBA,1,2002,11/9/2001,6,0,GSW,Warriors,109,1307.7642,1323.4817,23.503391,WAS,Wizards,100,1361.6173,1345.8998,A,W,0.29200834,
45219,200111100CHI,NBA,0,2002,11/10/2001,6,0,CHI,Bulls,85,1292.1563,1288.9352,20.654423,CHH,Pelicans,89,1550.339,1553.5601,H,L,0.28688258,
45223,200111100MIA,NBA,0,2002,11/10/2001,6,0,MIA,Heat,75,1489.7312,1477.3571,38.451736,SAC,Kings,90,1612.1473,1624.5215,H,L,0.46778527,
45225,200111100NJN,NBA,1,2002,11/10/2001,7,0,CLE,Cavaliers,84,1369.6405,1366.6508,27.373674,NJN,Nets,87,1417.6204,1420.6101,A,L,0.29904693,
45226,200111100NYK,NBA,1,2002,11/10/2001,7,0,GSW,Warriors,90,1323.4817,1356.9261,26.473904,NYK,Knicks,71,1495.764,1462.3196,A,W,0.17258978,
45227,200111100SAS,NBA,0,2002,11/10/2001,7,0,SAS,Spurs,110,1648.4038,1650.8458,55.928848,ATL,Hawks,88,1350.5331,1348.0911,H,W,0.90807283,
45231,200111110LAL,NBA,0,2002,11/11/2001,6,0,LAL,Lakers,108,1727.8147,1730.8965,62.620232,ORL,Magic,95,1533.6683,1530.5865,H,W,0.84465009,
45233,200111120MEM,NBA,1,2002,11/12/2001,8,0,GSW,Warriors,86,1356.9261,1368.7113,27.566278,MEM,Grizzlies,79,1359.2271,1347.4419,A,W,0.35688925,
45235,200111130DEN,NBA,1,2002,11/13/2001,7,0,CHI,Bulls,93,1288.9352,1286.745,20.481737,DEN,Nuggets,101,1490.6364,1492.8265,A,L,0.14972854,
45237,200111130MIA,NBA,0,2002,11/13/2001,7,0,MIA,Heat,76,1477.3571,1468.0416,37.479988,PHI,Sixers,82,1523.767,1533.0824,H,L,0.57651651,
45238,200111130MIN,NBA,1,2002,11/13/2001,8,0,CLE,Cavaliers,107,1366.6508,1381.4502,28.771521,MIN,Timberwolves,103,1591.1915,1576.3921,A,W,0.13374937,
45241,200111130SAS,NBA,0,2002,11/13/2001,8,0,SAS,Spurs,90,1650.8458,1653.5779,56.1768,HOU,Rockets,86,1559.1714,1556.4393,H,W,0.75089037,
45241,200111130SAS,NBA,1,2002,11/13/2001,8,0,HOU,Rockets,86,1559.1714,1556.4393,46.706543,SAS,Spurs,90,1650.8458,1653.5779,A,L,0.24910963,
45244,200111140BOS,NBA,0,2002,11/14/2001,7,0,BOS,Celtics,101,1491.3871,1498.2932,40.644566,IND,Pacers,93,1521.9913,1515.0852,H,W,0.59856129,
45245,200111140CLE,NBA,0,2002,11/14/2001,9,0,CLE,Cavaliers,94,1381.4502,1373.9055,28.054733,DAL,Mavericks,107,1599.1135,1606.6582,H,L,0.33685869,
45246,200111140GSW,NBA,0,2002,11/14/2001,9,0,GSW,Warriors,82,1368.7113,1362.9968,27.033794,TOR,Raptors,89,1564.4282,1570.1427,H,L,0.36563456,
45247,200111140LAC,NBA,1,2002,11/14/2001,8,0,CHI,Bulls,102,1286.745,1285.0634,20.349804,LAC,Clippers,106,1470.7585,1472.4402,A,L,0.16315836,
45253,200111150HOU,NBA,1,2002,11/15/2001,7,0,LAL,Lakers,98,1730.8965,1733.906,62.847206,HOU,Rockets,97,1556.4393,1553.4298,A,W,0.60554165,
45253,200111150HOU,NBA,0,2002,11/15/2001,9,0,HOU,Rockets,97,1556.4393,1553.4298,46.396645,LAL,Lakers,98,1730.8965,1733.906,H,L,0.39445835,
45255,200111150NYK,NBA,1,2002,11/15/2001,8,0,MIA,Heat,74,1468.0416,1461.6007,36.810352,NYK,Knicks,83,1469.6877,1476.1287,A,L,0.35775483,
45258,200111160MIA,NBA,0,2002,11/16/2001,9,0,MIA,Heat,87,1461.6007,1451.2351,35.737556,CHH,Pelicans,96,1544.1881,1554.5537,H,L,0.52503777,
45261,200111160PHO,NBA,1,2002,11/16/2001,8,0,LAL,Lakers,83,1733.906,1717.9063,61.619343,PHO,Suns,95,1537.9291,1553.9288,A,L,0.63471258,
45262,200111160SAC,NBA,1,2002,11/16/2001,9,0,CHI,Bulls,71,1285.0634,1282.5236,20.151625,SAC,Kings,105,1629.554,1632.0938,A,L,0.071844637,
45263,200111160SAS,NBA,0,2002,11/16/2001,9,0,SAS,Spurs,105,1653.5779,1655.5718,56.356949,CLE,Cavaliers,91,1373.9055,1371.9116,H,W,0.89894617,
45263,200111160SAS,NBA,1,2002,11/16/2001,10,0,CLE,Cavaliers,91,1373.9055,1371.9116,27.866737,SAS,Spurs,105,1653.5779,1655.5718,A,L,0.10105383,
45264,200111160SEA,NBA,1,2002,11/16/2001,10,0,GSW,Warriors,91,1362.9968,1359.98,26.754799,SEA,Thunder,100,1518.6768,1521.6936,A,L,0.18666738,
45266,200111170ATL,NBA,1,2002,11/17/2001,8,0,BOS,Celtics,103,1498.2932,1487.7054,39.534573,ATL,Hawks,112,1374.8613,1385.4491,A,L,0.53367019,
45269,200111170GSW,NBA,1,2002,11/17/2001,10,0,CHI,Bulls,88,1282.5236,1279.2607,19.898945,GSW,Warriors,93,1359.98,1363.2428,A,L,0.26473117,
45269,200111170GSW,NBA,0,2002,11/17/2001,11,0,GSW,Warriors,93,1359.98,1363.2428,27.056606,CHI,Bulls,88,1282.5236,1279.2607,H,W,0.73526883,
45270,200111170HOU,NBA,0,2002,11/17/2001,10,0,HOU,Rockets,124,1553.4298,1572.9357,48.392506,DAL,Mavericks,87,1585.3468,1565.8409,H,W,0.59674418,
45271,200111170MEM,NBA,1,2002,11/17/2001,11,0,CLE,Cavaliers,93,1371.9116,1366.4589,27.355772,MEM,Grizzlies,98,1336.8971,1342.3499,A,L,0.40755397,
45277,200111180LAL,NBA,0,2002,11/18/2001,9,0,LAL,Lakers,93,1717.9063,1721.9449,61.934189,SAC,Kings,85,1632.0938,1628.0551,H,W,0.74452513,
45280,200111190SAC,NBA,1,2002,11/19/2001,11,0,HOU,Rockets,77,1572.9357,1560.0184,47.074223,SAC,Kings,113,1628.0551,1640.9723,A,L,0.29050368,
45282,200111200GSW,NBA,0,2002,11/20/2001,12,0,GSW,Warriors,70,1363.2428,1343.887,25.292244,NYK,Knicks,94,1452.6195,1471.9753,H,L,0.51528341,
45284,200111200LAC,NBA,1,2002,11/20/2001,10,0,LAL,Lakers,98,1721.9449,1725.6508,62.220177,LAC,Clippers,93,1470.7223,1467.0165,A,W,0.70485127,
45285,200111200MIA,NBA,0,2002,11/20/2001,10,0,MIA,Heat,73,1451.2351,1444.0164,34.994663,MIN,Timberwolves,80,1591.1898,1598.4086,H,L,0.44275269,
45286,200111200POR,NBA,1,2002,11/20/2001,12,0,HOU,Rockets,94,1560.0184,1571.2495,48.221256,POR,Trailblazers,87,1546.1671,1534.936,A,W,0.37850189,
45289,200111210BOS,NBA,0,2002,11/21/2001,9,0,BOS,Celtics,85,1487.7054,1472.3209,37.925957,ATL,Hawks,92,1383.0206,1398.4052,H,L,0.76463491,
45291,200111210CLE,NBA,0,2002,11/21/2001,12,0,CLE,Cavaliers,101,1366.4589,1371.4886,27.826935,MEM,Grizzlies,94,1342.3499,1337.3201,H,W,0.67137903,
45292,200111210DEN,NBA,1,2002,11/21/2001,11,0,LAL,Lakers,89,1725.6508,1735.382,62.957844,DEN,Nuggets,68,1492.7971,1483.0659,A,W,0.68238783,
45293,200111210MIL,NBA,1,2002,11/21/2001,11,0,CHI,Bulls,92,1279.2607,1278.4963,19.840059,MIL,Bucks,96,1601.5505,1602.3149,A,L,0.080846906,
45298,200111210SAS,NBA,0,2002,11/21/2001,10,0,SAS,Spurs,110,1655.5718,1660.6245,56.810383,SEA,Thunder,93,1520.0928,1515.04,H,W,0.79503161,
45304,200111230BOS,NBA,0,2002,11/23/2001,10,0,BOS,Celtics,89,1472.3209,1467.4796,37.421474,TOR,Raptors,91,1571.787,1576.6283,H,L,0.50076842,
45306,200111230IND,NBA,1,2002,11/23/2001,11,0,SAS,Spurs,97,1660.6245,1672.8898,57.892189,IND,Pacers,79,1504.9685,1492.7032,A,W,0.57941729,
45307,200111230LAL,NBA,1,2002,11/23/2001,13,0,GSW,Warriors,90,1343.887,1342.7616,25.191635,LAL,Lakers,106,1735.382,1736.5073,A,L,0.055762708,
45307,200111230LAL,NBA,0,2002,11/23/2001,12,0,LAL,Lakers,106,1735.382,1736.5073,63.041904,GSW,Warriors,90,1343.887,1342.7616,H,W,0.94423729,
45309,200111230MIA,NBA,0,2002,11/23/2001,11,0,MIA,Heat,94,1444.0164,1434.4607,34.017513,DAL,Mavericks,104,1565.9462,1575.5018,H,L,0.46848232,
45310,200111230PHI,NBA,1,2002,11/23/2001,13,0,CLE,Cavaliers,68,1371.4886,1368.6825,27.56358,PHI,Sixers,79,1563.2501,1566.0563,A,L,0.15715981,
45312,200111230SEA,NBA,1,2002,11/23/2001,13,0,HOU,Rockets,81,1571.2495,1558.3794,46.905964,SEA,Thunder,99,1515.04,1527.9102,A,L,0.43731195,
45314,200111240CLE,NBA,0,2002,11/24/2001,14,0,CLE,Cavaliers,100,1368.6825,1374.2339,28.085752,MIA,Heat,96,1434.4607,1428.9093,H,W,0.5490905,
45314,200111240CLE,NBA,1,2002,11/24/2001,12,0,MIA,Heat,96,1434.4607,1428.9093,33.453491,CLE,Cavaliers,100,1368.6825,1374.2339,A,L,0.4509095,
45318,200111240MIN,NBA,1,2002,11/24/2001,12,0,SAS,Spurs,94,1672.8898,1666.2697,57.311649,MIN,Timberwolves,99,1589.2283,1595.8484,A,L,0.47650433,
45319,200111240NYK,NBA,1,2002,11/24/2001,12,0,CHI,Bulls,71,1278.4963,1276.2667,19.668983,NYK,Knicks,78,1463.1071,1465.3367,A,L,0.16268957,
45322,200111240WAS,NBA,1,2002,11/24/2001,11,0,BOS,Celtics,84,1467.4796,1459.9167,36.635635,WAS,Wizards,88,1316.1372,1323.7001,A,L,0.57335448,
45323,200111250GSW,NBA,0,2002,11/25/2001,14,0,GSW,Warriors,101,1342.7616,1357.4988,26.526459,NJN,Nets,85,1455.7524,1441.0153,H,W,0.48131338,
45324,200111250LAC,NBA,1,2002,11/25/2001,14,0,HOU,Rockets,83,1558.3794,1549.7976,46.021797,LAC,Clippers,90,1452.9398,1461.5216,A,L,0.50782752,
45325,200111250LAL,NBA,0,2002,11/25/2001,13,0,LAL,Lakers,105,1736.5073,1737.9852,63.151897,DEN,Nuggets,98,1478.5502,1477.0723,H,W,0.88701099,
45332,200111270CLE,NBA,0,2002,11/27/2001,15,0,CLE,Cavaliers,94,1374.2339,1382.5857,28.880127,WAS,Wizards,75,1323.7001,1315.3483,H,W,0.70402569,
45333,200111270DAL,NBA,1,2002,11/27/2001,15,0,GSW,Warriors,106,1357.4988,1355.318,26.326607,DAL,Mavericks,116,1583.9061,1586.0869,A,L,0.13250935,
45334,200111270HOU,NBA,0,2002,11/27/2001,15,0,HOU,Rockets,84,1549.7976,1542.3656,45.252209,SAC,Kings,89,1634.7274,1642.1594,H,L,0.52167416,
45335,200111270LAL,NBA,0,2002,11/27/2001,14,0,LAL,Lakers,104,1737.9852,1743.7034,63.573254,MIL,Bucks,85,1611.5902,1605.8721,H,W,0.78637886,
45336,200111270MIA,NBA,0,2002,11/27/2001,13,0,MIA,Heat,83,1428.9093,1423.7927,32.936241,BOS,Celtics,84,1459.9167,1465.0333,H,L,0.59800345,
45336,200111270MIA,NBA,1,2002,11/27/2001,12,0,BOS,Celtics,84,1459.9167,1465.0333,37.166969,MIA,Heat,83,1428.9093,1423.7927,A,W,0.40199655,
45337,200111270NJN,NBA,1,2002,11/27/2001,13,0,CHI,Bulls,68,1276.2667,1269.5007,19.156038,NJN,Nets,100,1441.0153,1447.7813,A,L,0.17887104,
45346,200111280SAS,NBA,0,2002,11/28/2001,13,0,SAS,Spurs,94,1666.2697,1667.6923,57.437073,GSW,Warriors,83,1355.318,1353.8954,H,W,0.91416842,
45346,200111280SAS,NBA,1,2002,11/28/2001,16,0,GSW,Warriors,83,1355.318,1353.8954,26.196665,SAS,Spurs,94,1666.2697,1667.6923,A,L,0.085831583,
45348,200111290CHI,NBA,1,2002,11/29/2001,14,0,MIA,Heat,72,1423.7927,1414.4558,31.999308,CHI,Bulls,78,1269.5007,1278.8376,A,L,0.57750261,
45348,200111290CHI,NBA,0,2002,11/29/2001,14,0,CHI,Bulls,78,1269.5007,1278.8376,19.866337,MIA,Heat,72,1423.7927,1414.4558,H,W,0.42249736,
45349,200111290CLE,NBA,0,2002,11/29/2001,16,0,CLE,Cavaliers,96,1382.5857,1369.4929,27.639511,ATL,Hawks,105,1393.9546,1407.0474,H,L,0.62485373,
45351,200111290ORL,NBA,1,2002,11/29/2001,13,0,BOS,Celtics,99,1465.0333,1483.1084,39.053204,ORL,Magic,89,1549.1161,1531.041,A,W,0.25737339,
45355,200111300MEM,NBA,1,2002,11/30/2001,16,0,HOU,Rockets,85,1542.3656,1521.7201,43.100094,MEM,Grizzlies,102,1337.9618,1358.6073,A,L,0.64588428,
45356,200111300MIA,NBA,0,2002,11/30/2001,15,0,MIA,Heat,75,1414.4558,1397.7172,30.344683,WAS,Wizards,84,1335.6238,1352.3624,H,L,0.73680729,
45359,200111300SAS,NBA,0,2002,11/30/2001,14,0,SAS,Spurs,106,1667.6923,1659.6387,56.722263,SAC,Kings,109,1655.7362,1663.7898,H,L,0.65576339,
45360,200111300SEA,NBA,1,2002,11/30/2001,15,0,LAL,Lakers,107,1743.7034,1752.0807,64.178398,SEA,Thunder,92,1528.3407,1519.9634,A,W,0.66017652,
45362,200112010CHI,NBA,0,2002,12/1/2001,15,0,CHI,Bulls,76,1278.8376,1271.3311,19.293877,PHI,Sixers,93,1535.7295,1543.2361,H,L,0.28840524,
45363,200112010CLE,NBA,0,2002,12/1/2001,17,0,CLE,Cavaliers,93,1369.4929,1383.6335,28.980516,CHH,Pelicans,81,1525.7534,1511.6128,H,W,0.41973495,
45364,200112010GSW,NBA,0,2002,12/1/2001,17,0,GSW,Warriors,82,1353.8954,1340.816,25.018229,DAL,Mavericks,111,1572.5101,1585.5895,H,L,0.33563635,
45365,200112010HOU,NBA,1,2002,12/1/2001,15,0,SAS,Spurs,85,1659.6387,1668.6157,57.518295,HOU,Rockets,75,1521.7201,1512.743,A,W,0.55435359,
45365,200112010HOU,NBA,0,2002,12/1/2001,17,0,HOU,Rockets,75,1521.7201,1512.743,42.159969,SAS,Spurs,85,1659.6387,1668.6157,H,L,0.44564641,
45366,200112010LAL,NBA,0,2002,12/1/2001,16,0,LAL,Lakers,102,1752.0807,1757.3671,64.552803,MIN,Timberwolves,76,1569.5741,1564.2877,H,W,0.83565372,
45367,200112010NJN,NBA,1,2002,12/1/2001,14,0,BOS,Celtics,105,1483.1084,1493.6128,40.153721,NJN,Nets,98,1447.7813,1437.2769,A,W,0.40798855,
45376,200112020TOR,NBA,1,2002,12/2/2001,15,0,BOS,Celtics,85,1493.6128,1518.8678,42.801579,TOR,Raptors,69,1590.6519,1565.3969,A,W,0.24337798,
45377,200112030NYK,NBA,1,2002,12/3/2001,18,0,HOU,Rockets,86,1512.743,1508.2706,41.691078,NYK,Knicks,89,1470.0148,1474.4872,A,L,0.41831785,
45379,200112030PHO,NBA,1,2002,12/3/2001,18,0,GSW,Warriors,93,1340.816,1338.2705,24.792362,PHO,Suns,110,1600.6572,1603.2028,A,L,0.11190659,
45380,200112040CHI,NBA,1,2002,12/4/2001,19,0,HOU,Rockets,75,1508.2706,1476.1563,38.326286,CHI,Bulls,103,1271.3311,1303.4454,A,L,0.68746352,
45380,200112040CHI,NBA,0,2002,12/4/2001,16,0,CHI,Bulls,103,1271.3311,1303.4454,21.822664,HOU,Rockets,75,1508.2706,1476.1563,H,W,0.31253648,
45381,200112040CLE,NBA,0,2002,12/4/2001,18,0,CLE,Cavaliers,100,1383.6335,1397.2112,30.295208,DET,Pistons,88,1527.5801,1514.0024,H,W,0.43709099,
45383,200112040LAC,NBA,1,2002,12/4/2001,16,0,MIA,Heat,83,1397.7172,1395.0206,30.081408,LAC,Clippers,87,1491.9932,1494.6897,A,L,0.24631888,
45387,200112040SAS,NBA,0,2002,12/4/2001,16,0,SAS,Spurs,103,1668.6157,1670.2327,57.660137,WAS,Wizards,88,1345.244,1343.6271,H,W,0.91961467,
45389,200112050ATL,NBA,1,2002,12/5/2001,17,0,SAS,Spurs,120,1670.2327,1674.6827,58.048046,ATL,Hawks,112,1404.1166,1399.6665,A,W,0.7223686,
45390,200112050BOS,NBA,0,2002,12/5/2001,16,0,BOS,Celtics,95,1518.8678,1525.6417,43.510151,DEN,Nuggets,80,1458.1545,1451.3806,H,W,0.71608824,
45392,200112050GSW,NBA,0,2002,12/5/2001,19,0,GSW,Warriors,93,1338.2705,1348.5388,25.710468,PHI,Sixers,87,1522.6685,1512.4001,H,W,0.38087556,
45393,200112050LAL,NBA,0,2002,12/5/2001,17,0,LAL,Lakers,98,1757.3671,1759.2979,64.688118,DAL,Mavericks,94,1598.8663,1596.9355,H,W,0.81578541,
45395,200112050ORL,NBA,1,2002,12/5/2001,17,0,CHI,Bulls,74,1303.4454,1299.468,21.498285,ORL,Magic,102,1546.52,1550.4974,A,L,0.12186396,
